Customer_ID,Age,Gender,Annual_Income,Customer_Tenure,Purchase_Frequency,Total_Spending,Average_Order_Value,Days_Since_Last_Purchase,Website_Visits
CUST02910,33,Male,279431.63,53,4,19860.0,4965.0,136,23
CUST02911,55,Male,1116543.96,76,21,31250.0,1488.1,28,20
CUST02912,45,Female,841062.0,81,16,50200.0,3137.5,66,36
CUST02913,65,Female,387438.69,4,8,20680.0,2585.0,67,24
CUST02914,55,Male,475611.69,14,15,87780.0,5852.0,49,21
CUST02915,48,Female,659475.53,85,11,11670.0,1060.91,49,33
CUST02916,31,Male,542192.07,105,11,26050.0,2368.18,224,25
CUST02917,70,Female,524677.7,8,21,52960.0,2521.9,7,26
CUST02918,50,Male,627741.4,97,12,20890.0,1740.83,81,21
CUST02919,26,Female,586203.68,62,2,3380.0,1690.0,60,30
CUST02920,44,Male,587405.57,45,4,4650.0,1162.5,14,23
CUST02921,41,Female,520983.07,92,4,6340.0,1585.0,338,25
CUST02922,30,Female,666548.55,67,5,16820.0,3364.0,74,24
CUST02923,43,Male,549477.0,62,7,8680.0,1240.0,198,20
CUST02924,46,Female,555724.91,78,2,12090.0,6045.0,419,23
CUST02925,68,Male,928246.6,83,2,1500.0,750.0,93,33
CUST02926,66,Female,607686.29,70,8,11980.0,1497.5,87,24
CUST02927,60,Other,580190.33,36,16,27400.0,1712.5,58,24
CUST02928,45,Female,335175.08,84,16,50690.0,3168.12,19,21
CUST02929,45,Female,342859.35,1,5,9650.0,1930.0,3,29
CUST02930,25,Female,835787.99,60,12,33480.0,2790.0,37,27
CUST02931,40,Male,646386.36,74,0,0.0,0.0,9999,22
CUST02932,46,Male,755598.87,13,5,16900.0,3380.0,178,20
CUST02933,22,Female,546513.63,12,18,85890.0,4771.67,55,34
CUST02934,59,Female,597932.08,75,6,9060.0,1510.0,36,24
CUST02935,24,Female,468258.34,100,3,1300.0,433.33,81,31
CUST02936,59,Female,494022.47,17,8,10250.0,1281.25,68,26
CUST02937,53,Male,414493.04,47,11,37730.0,3430.0,203,25
CUST02938,58,Male,911219.73,53,18,26440.0,1468.89,3,25
CUST02939,44,Male,362960.57,93,4,5510.0,1377.5,49,14
CUST02940,63,Female,574214.03,67,17,40150.0,2361.76,177,34
CUST02941,19,Male,465969.38,93,0,0.0,0.0,9999,18
CUST02942,42,Male,767333.91,10,5,11750.0,2350.0,26,25
CUST02943,26,Female,553934.29,117,17,33620.0,1977.65,21,25
CUST02944,70,Female,615406.61,46,23,24320.0,1057.39,25,30
CUST02945,44,Female,548956.13,83,9,10400.0,1155.56,34,15
CUST02946,18,Other,319939.6,117,17,64300.0,3782.35,3,25
CUST02947,40,Female,640514.14,4,16,25120.0,1570.0,0,19
CUST02948,27,Male,478171.74,57,17,31220.0,1836.47,44,24
CUST02949,59,Female,354951.58,110,20,33990.0,1699.5,22,31
CUST02950,69,Male,264998.77,38,3,2760.0,920.0,104,27
CUST02951,42,Female,346137.17,12,12,17590.0,1465.83,11,21
CUST02952,20,Female,705176.53,31,5,11530.0,2306.0,289,20
CUST02953,23,Female,1104835.05,2,7,16010.0,2287.14,14,31
CUST02954,23,Male,527361.67,113,2,5590.0,2795.0,118,26
CUST02955,70,Male,319283.66,1,20,47680.0,2384.0,0,30
CUST02956,19,Female,603037.18,81,20,19840.0,992.0,25,27
CUST02957,35,Male,811943.4,25,4,10660.0,2665.0,38,32
CUST02958,40,Other,1186974.6,5,13,16400.0,1261.54,6,23
CUST02959,19,Female,883118.95,48,0,0.0,0.0,9999,20
CUST02960,29,Female,553094.84,14,5,18930.0,3786.0,75,15
CUST02961,39,Female,647677.62,52,14,54860.0,3918.57,69,32
CUST02962,54,Female,361200.48,74,6,12870.0,2145.0,137,29
CUST02963,37,Male,715681.76,21,22,39500.0,1795.45,13,18
CUST02964,56,Male,761200.1,25,22,52600.0,2390.91,0,30
CUST02965,41,Female,180000.0,99,1,2500.0,2500.0,421,20
CUST02966,65,Female,533155.74,67,7,12240.0,1748.57,228,27
CUST02967,37,Female,977645.95,82,4,8160.0,2040.0,137,21
CUST02968,18,Other,369648.65,120,19,58990.0,3104.74,88,28
CUST02969,18,Male,192124.19,119,17,20200.0,1188.24,12,27
CUST02970,34,Male,493812.88,50,15,29860.0,1990.67,149,26
CUST02971,18,Male,811453.09,100,15,23840.0,1589.33,78,26
CUST02972,70,Female,598773.38,103,3,3940.0,1313.33,45,22
CUST02973,69,Male,506097.89,33,0,0.0,0.0,9999,26
CUST02974,62,Male,329662.35,112,5,9910.0,1982.0,15,18
CUST02975,47,Female,305026.39,17,14,22820.0,1630.0,5,29
CUST02976,58,Male,542862.07,104,2,3750.0,1875.0,175,29
CUST02977,64,Female,487002.76,70,15,55960.0,3730.67,30,28
CUST02978,20,Female,733799.9,34,2,3100.0,1550.0,519,32
CUST02979,63,Male,609646.11,26,3,6750.0,2250.0,110,27
CUST02980,28,Male,357891.31,42,4,9280.0,2320.0,103,33
CUST02981,41,Female,561082.46,31,14,33840.0,2417.14,69,15
CUST02982,39,Male,520764.53,113,5,6420.0,1284.0,61,30
CUST02983,61,Male,236454.34,51,3,6130.0,2043.33,196,23
CUST02984,62,Male,414055.29,92,7,12730.0,1818.57,23,25
CUST02985,43,Male,513698.78,36,5,9960.0,1992.0,264,24
CUST02986,30,Female,475131.77,13,11,14910.0,1355.45,86,18
CUST02987,18,Male,576336.28,85,7,25470.0,3638.57,97,23
CUST02988,41,Female,517943.33,90,19,30240.0,1591.58,10,19
CUST02989,27,Male,582842.52,115,2,5360.0,2680.0,297,21
CUST02990,52,Female,538991.44,95,6,23460.0,3910.0,279,18
CUST02991,41,Female,494800.94,80,14,18630.0,1330.71,102,26
CUST02992,45,Female,537217.32,95,14,25410.0,1815.0,58,25
CUST02993,53,Female,424926.8,13,11,31640.0,2876.36,5,24
CUST02994,33,Male,414697.31,94,15,13810.0,920.67,13,24
CUST02995,57,Female,522637.43,32,3,15810.0,5270.0,17,26
CUST02996,33,Male,202460.81,5,9,10520.0,1168.89,14,22
CUST02997,34,Male,423151.65,12,8,18850.0,2356.25,2,28
CUST02998,68,Female,363882.36,103,17,17470.0,1027.65,98,22
CUST02999,32,Male,344204.62,59,16,40910.0,2556.88,3,26
CUST03000,33,Female,433875.18,41,6,12770.0,2128.33,88,29
CUST03001,32,Male,273542.82,37,8,19990.0,2498.75,11,25
CUST03002,51,Female,434808.45,68,6,16930.0,2821.67,26,28
CUST03003,28,Female,554853.9,106,18,49740.0,2763.33,19,26
CUST03004,18,Female,802151.33,48,15,49990.0,3332.67,44,18
CUST03005,32,Female,1345116.64,43,6,5150.0,858.33,5,31
CUST03006,43,Female,219589.6,93,18,62590.0,3477.22,4,26
CUST03007,68,Female,328437.64,41,21,67890.0,3232.86,34,23
CUST03008,21,Male,434758.29,56,17,17930.0,1054.71,57,22
CUST03009,60,Female,532099.02,69,20,51800.0,2590.0,74,14
CUST03010,22,Male,589131.99,11,15,17710.0,1180.67,10,26
CUST03011,52,Male,379955.05,94,7,12160.0,1737.14,149,27
CUST03012,30,Male,180000.0,9,2,1950.0,975.0,14,25
CUST03013,27,Male,796462.51,113,1,2480.0,2480.0,351,31
CUST03014,28,Female,626912.86,28,10,22730.0,2273.0,77,18
CUST03015,35,Female,689221.77,22,1,1820.0,1820.0,488,25
CUST03016,51,Female,453962.56,75,20,26810.0,1340.5,20,34
CUST03017,56,Female,585596.51,85,8,18870.0,2358.75,317,30
CUST03018,58,Male,203316.28,6,2,1250.0,625.0,77,18
CUST03019,59,Male,308876.09,26,10,22640.0,2264.0,13,24
CUST03020,67,Male,855789.07,16,0,0.0,0.0,9999,20
CUST03021,40,Female,507004.23,115,1,1760.0,1760.0,284,31
CUST03022,24,Male,1159546.98,14,1,790.0,790.0,91,37
CUST03023,56,Female,322463.68,35,2,1920.0,960.0,568,26
CUST03024,20,Female,1576676.29,42,6,15520.0,2586.67,68,20
CUST03025,29,Female,1681645.84,53,7,16760.0,2394.29,8,16
CUST03026,24,Female,374051.66,119,8,13200.0,1650.0,49,20
CUST03027,66,Female,407529.38,100,2,3900.0,1950.0,477,24
CUST03028,43,Male,878318.21,22,5,7140.0,1428.0,68,30
CUST03029,50,Male,388137.0,53,17,36850.0,2167.65,72,31
CUST03030,54,Female,443671.68,66,6,7290.0,1215.0,18,30
CUST03031,65,Female,359482.72,13,2,3350.0,1675.0,175,28
CUST03032,32,Female,363864.88,11,20,45910.0,2295.5,8,22
CUST03033,19,Male,527259.49,12,4,4740.0,1185.0,60,18
CUST03034,58,Female,442075.4,97,12,35510.0,2959.17,47,24
CUST03035,24,Male,195278.09,86,15,25470.0,1698.0,125,20
CUST03036,49,Male,956325.09,53,8,12170.0,1521.25,25,27
CUST03037,21,Male,1026913.84,9,10,35720.0,3572.0,25,24
CUST03038,37,Male,629663.96,108,10,15900.0,1590.0,134,30
CUST03039,67,Male,529112.6,71,3,6920.0,2306.67,245,24
CUST03040,70,Male,328150.54,17,7,31200.0,4457.14,126,20
CUST03041,53,Female,406168.95,61,16,40490.0,2530.62,28,24
CUST03042,49,Female,816257.37,10,6,17840.0,2973.33,23,28
CUST03043,45,Female,654369.41,38,2,2420.0,1210.0,31,28
CUST03044,30,Male,613686.81,39,11,25260.0,2296.36,24,26
CUST03045,18,Other,625536.47,115,17,49650.0,2920.59,56,23
CUST03046,52,Male,806520.76,110,16,36790.0,2299.38,41,24
CUST03047,65,Male,753876.84,89,15,44360.0,2957.33,95,20
CUST03048,47,Female,681871.11,91,17,50740.0,2984.71,27,29
CUST03049,53,Male,427475.26,94,2,1520.0,760.0,49,19
CUST03050,42,Female,1066969.8,30,7,8670.0,1238.57,36,27
CUST03051,33,Female,401976.93,107,20,34160.0,1708.0,60,15
CUST03052,36,Other,338209.55,34,10,11650.0,1165.0,27,27
CUST03053,18,Female,387960.64,33,1,2260.0,2260.0,617,21
CUST03054,22,Female,292527.51,32,10,16510.0,1651.0,42,23
CUST03055,68,Male,650159.2,106,16,24180.0,1511.25,66,27
CUST03056,39,Female,496957.58,12,3,7210.0,2403.33,6,25
CUST03057,41,Male,830892.73,105,20,29450.0,1472.5,7,25
CUST03058,60,Female,180000.0,87,5,9580.0,1916.0,103,21
CUST03059,62,Female,549775.97,93,28,87120.0,3111.43,20,32
CUST03060,69,Male,445418.77,107,25,31890.0,1275.6,44,22
CUST03061,54,Female,427984.15,65,2,6960.0,3480.0,483,21
CUST03062,70,Male,313032.02,84,2,5490.0,2745.0,233,37
CUST03063,53,Male,509912.82,10,7,9150.0,1307.14,34,30
CUST03064,53,Female,354421.91,19,6,14730.0,2455.0,6,25
CUST03065,21,Male,990749.2,23,2,4550.0,2275.0,297,29
CUST03066,53,Male,663008.44,85,2,1680.0,840.0,200,25
CUST03067,69,Male,777630.44,57,9,21260.0,2362.22,5,21
CUST03068,70,Female,228479.59,107,14,25720.0,1837.14,18,23
CUST03069,35,Male,744822.4,99,3,4520.0,1506.67,240,18
CUST03070,67,Male,713891.03,59,9,8060.0,895.56,91,20
CUST03071,33,Female,416449.29,112,11,16180.0,1470.91,41,20
CUST03072,58,Male,459762.84,96,3,7820.0,2606.67,112,18
CUST03073,35,Male,321298.28,54,4,9670.0,2417.5,44,23
CUST03074,39,Female,435374.03,74,21,41950.0,1997.62,6,12
CUST03075,19,Female,644638.46,2,2,2440.0,1220.0,26,28
CUST03076,38,Female,369963.48,115,2,3590.0,1795.0,43,24
CUST03077,53,Male,508192.47,100,17,31580.0,1857.65,45,24
CUST03078,61,Female,1572055.75,48,2,3760.0,1880.0,416,26
CUST03079,56,Female,321870.42,6,8,7580.0,947.5,8,26
CUST03080,64,Male,580604.3,43,7,13890.0,1984.29,67,18
CUST03081,56,Male,313999.51,17,14,52470.0,3747.86,0,17
CUST03082,46,Other,256246.45,79,23,42200.0,1834.78,8,26
CUST03083,43,Female,716437.24,118,14,44730.0,3195.0,65,24
CUST03084,38,Female,416345.54,36,6,24540.0,4090.0,88,22
CUST03085,34,Female,1026929.37,24,0,0.0,0.0,9999,32
CUST03086,33,Female,645578.38,104,3,6980.0,2326.67,112,36
CUST03087,48,Female,351074.04,120,19,35990.0,1894.21,4,21
CUST03088,68,Male,336964.46,61,12,14570.0,1214.17,16,26
CUST03089,26,Male,691512.83,29,24,47080.0,1961.67,27,23
CUST03090,48,Female,311313.29,114,5,5700.0,1140.0,9,29
CUST03091,31,Female,307408.66,78,1,1520.0,1520.0,435,33
CUST03092,66,Female,230664.67,58,1,2200.0,2200.0,372,26
CUST03093,54,Other,661912.27,66,2,2840.0,1420.0,136,33
CUST03094,19,Female,347330.82,112,22,39920.0,1814.55,5,25
CUST03095,69,Male,587855.05,86,9,25670.0,2852.22,74,38
CUST03096,65,Female,278271.63,111,2,4460.0,2230.0,113,25
CUST03097,63,Male,239214.45,53,18,13580.0,754.44,64,26
CUST03098,31,Male,691252.16,70,8,8930.0,1116.25,87,32
CUST03099,50,Male,465576.88,9,3,11050.0,3683.33,34,22
CUST03100,52,Female,368491.2,76,2,3060.0,1530.0,332,29
CUST03101,56,Other,401699.28,42,8,17270.0,2158.75,51,17
CUST03102,64,Male,402344.18,39,6,12830.0,2138.33,164,21
CUST03103,68,Male,1248913.13,69,16,43460.0,2716.25,72,27
CUST03104,37,Female,563435.21,119,12,34540.0,2878.33,151,24
CUST03105,19,Female,532272.05,40,6,8960.0,1493.33,163,29
CUST03106,68,Female,356216.65,59,1,860.0,860.0,630,22
CUST03107,58,Female,712424.02,44,6,15600.0,2600.0,116,24
CUST03108,36,Female,297695.99,65,9,16570.0,1841.11,126,27
CUST03109,54,Male,631448.45,74,10,24550.0,2455.0,39,25
CUST03110,35,Male,632987.57,11,15,23930.0,1595.33,1,27
CUST03111,33,Male,790369.48,91,15,36770.0,2451.33,34,17
CUST03112,21,Female,206185.87,87,12,36210.0,3017.5,48,25
CUST03113,29,Male,830367.23,84,20,49430.0,2471.5,88,35
CUST03114,46,Female,586294.4,5,3,3890.0,1296.67,5,31
CUST03115,24,Male,356083.65,77,6,9930.0,1655.0,228,26
CUST03116,31,Male,189230.13,114,6,16740.0,2790.0,56,27
CUST03117,29,Male,416463.76,74,7,17140.0,2448.57,43,20
CUST03118,52,Male,543854.12,117,6,13070.0,2178.33,199,21
CUST03119,22,Male,252280.29,49,2,2530.0,1265.0,433,27
CUST03120,34,Female,340923.25,51,2,3040.0,1520.0,453,31
CUST03121,59,Male,283171.01,36,4,2440.0,610.0,55,31
CUST03122,49,Female,411152.62,105,9,11090.0,1232.22,62,29
CUST03123,27,Male,306398.51,114,14,30310.0,2165.0,24,24
CUST03124,60,Female,1327726.85,16,4,5470.0,1367.5,63,16
CUST03125,34,Female,737500.55,7,6,12780.0,2130.0,26,25
CUST03126,22,Other,304022.71,96,6,10640.0,1773.33,13,22
CUST03127,62,Male,324613.66,89,5,9300.0,1860.0,119,28
CUST03128,59,Male,256775.74,44,1,1850.0,1850.0,280,23
CUST03129,26,Female,467294.64,26,6,9490.0,1581.67,163,28
CUST03130,66,Male,1111462.5,36,2,1720.0,860.0,75,19
CUST03131,50,Female,856981.75,53,14,18480.0,1320.0,26,25
CUST03132,53,Male,546601.57,92,9,12310.0,1367.78,35,33
CUST03133,53,Female,438003.21,44,4,2670.0,667.5,48,20
CUST03134,35,Male,640825.29,12,5,8890.0,1778.0,13,22
CUST03135,26,Female,567094.19,90,2,1640.0,820.0,271,25
CUST03136,46,Female,607550.93,68,1,1280.0,1280.0,317,21
CUST03137,67,Male,546440.4,108,11,17820.0,1620.0,115,25
CUST03138,31,Male,610802.11,23,15,36420.0,2428.0,18,34
CUST03139,42,Male,263838.6,104,4,7990.0,1997.5,45,25
CUST03140,32,Female,473645.56,88,16,41870.0,2616.88,34,22
CUST03141,23,Male,555401.95,95,10,22150.0,2215.0,222,31
CUST03142,59,Male,411098.95,30,14,21380.0,1527.14,183,29
CUST03143,46,Female,285178.43,63,19,52310.0,2753.16,13,19
CUST03144,32,Male,501177.05,3,19,54230.0,2854.21,4,34
CUST03145,46,Male,2500000.0,80,7,17760.0,2537.14,1,24
CUST03146,21,Male,345230.77,34,8,25360.0,3170.0,215,18
CUST03147,35,Female,468994.52,102,4,7130.0,1782.5,140,17
CUST03148,67,Other,882034.84,92,3,7640.0,2546.67,14,28
CUST03149,66,Male,1110442.71,49,3,3700.0,1233.33,262,33
CUST03150,61,Female,384570.75,44,1,1690.0,1690.0,69,19
CUST03151,56,Male,771768.77,41,0,0.0,0.0,9999,34
CUST03152,33,Male,713849.01,48,18,46900.0,2605.56,47,34
CUST03153,28,Female,398122.85,71,9,14200.0,1577.78,183,26
CUST03154,31,Male,662380.15,8,3,4590.0,1530.0,21,26
CUST03155,20,Female,462536.7,7,1,1750.0,1750.0,147,21
CUST03156,68,Female,377118.17,117,7,11170.0,1595.71,290,28
CUST03157,67,Female,1083755.47,37,5,7080.0,1416.0,19,23
CUST03158,59,Male,669684.97,55,4,15530.0,3882.5,184,25
CUST03159,55,Male,234580.35,71,14,40750.0,2910.71,26,26
CUST03160,62,Other,472072.91,50,19,43950.0,2313.16,101,27
CUST03161,59,Male,395771.99,82,21,67050.0,3192.86,50,29
CUST03162,35,Female,454781.42,112,9,31560.0,3506.67,18,23
CUST03163,37,Male,630673.74,103,17,59180.0,3481.18,14,20
CUST03164,65,Male,570572.64,21,8,11870.0,1483.75,46,17
CUST03165,42,Male,953311.8,34,14,30110.0,2150.71,7,21
CUST03166,55,Female,866481.51,49,18,46940.0,2607.78,1,21
CUST03167,30,Female,289557.55,27,4,10750.0,2687.5,74,18
CUST03168,21,Male,478361.58,8,8,17240.0,2155.0,7,18
CUST03169,31,Female,208211.31,34,8,25580.0,3197.5,63,18
CUST03170,50,Male,319289.72,18,11,26450.0,2404.55,56,29
CUST03171,45,Male,194726.15,51,7,13930.0,1990.0,195,31
CUST03172,69,Female,246906.63,116,7,15010.0,2144.29,16,25
CUST03173,54,Female,938848.83,105,5,6700.0,1340.0,27,32
CUST03174,25,Male,701574.38,12,16,40110.0,2506.88,13,22
CUST03175,61,Male,660029.85,86,4,4140.0,1035.0,295,21
CUST03176,51,Other,848533.93,51,3,9090.0,3030.0,136,22
CUST03177,61,Female,658737.93,63,1,2520.0,2520.0,411,28
CUST03178,22,Female,481285.18,40,7,23200.0,3314.29,38,30
CUST03179,22,Male,383525.24,22,10,33290.0,3329.0,56,27
CUST03180,48,Female,1072395.25,8,1,2150.0,2150.0,167,18
CUST03181,62,Male,900078.16,106,16,25590.0,1599.38,103,28
CUST03182,26,Other,452980.95,28,1,5140.0,5140.0,250,25
CUST03183,59,Male,705104.85,50,9,12760.0,1417.78,8,27
CUST03184,49,Male,180000.0,47,4,19530.0,4882.5,30,21
CUST03185,50,Male,721269.44,56,11,27930.0,2539.09,7,30
CUST03186,20,Female,399116.32,32,20,35160.0,1758.0,6,31
CUST03187,47,Female,1694641.98,11,9,17100.0,1900.0,11,20
CUST03188,67,Male,839149.09,21,7,10330.0,1475.71,102,24
CUST03189,29,Female,205799.08,26,11,26800.0,2436.36,33,21
CUST03190,46,Female,363043.68,14,15,30070.0,2004.67,37,34
CUST03191,20,Male,513818.13,79,12,10340.0,861.67,64,28
CUST03192,43,Female,490541.9,14,9,23610.0,2623.33,100,26
CUST03193,47,Female,480672.19,76,10,13650.0,1365.0,11,20
CUST03194,26,Male,778786.84,100,7,12980.0,1854.29,76,21
CUST03195,43,Male,391998.54,3,2,3810.0,1905.0,16,21
CUST03196,19,Male,483987.47,108,21,33380.0,1589.52,23,29
CUST03197,20,Male,993605.79,57,3,11280.0,3760.0,411,18
CUST03198,63,Male,1000851.92,7,1,2740.0,2740.0,17,23
CUST03199,21,Female,776339.79,39,9,8620.0,957.78,31,15
CUST03200,42,Female,427190.86,118,3,6190.0,2063.33,218,21
CUST03201,68,Male,363693.64,57,0,0.0,0.0,9999,19
CUST03202,30,Female,490794.67,115,6,19120.0,3186.67,174,22
CUST03203,56,Female,506442.8,110,14,31220.0,2230.0,122,25
CUST03204,61,Female,492113.94,65,3,4160.0,1386.67,200,40
CUST03205,52,Male,642226.54,103,0,0.0,0.0,9999,29
CUST03206,40,Female,588106.43,25,2,5880.0,2940.0,516,22
CUST03207,26,Female,577158.19,31,0,0.0,0.0,9999,22
CUST03208,19,Female,405278.02,86,10,28010.0,2801.0,36,33
CUST03209,58,Male,291513.51,10,5,19010.0,3802.0,65,25
CUST03210,61,Male,683479.77,82,2,3830.0,1915.0,165,28
CUST03211,48,Female,513843.68,77,7,15700.0,2242.86,1,26
CUST03212,61,Male,600986.68,72,7,24220.0,3460.0,11,19
CUST03213,64,Female,608582.91,9,4,9070.0,2267.5,5,16
CUST03214,19,Female,200846.76,79,1,340.0,340.0,689,23
CUST03215,49,Male,1084948.85,8,19,24240.0,1275.79,5,25
CUST03216,35,Female,387731.08,97,1,1390.0,1390.0,469,22
CUST03217,30,Male,927862.13,99,7,26690.0,3812.86,52,24
CUST03218,63,Male,605287.42,19,19,29280.0,1541.05,25,32
CUST03219,22,Female,307738.75,30,5,12680.0,2536.0,355,18
CUST03220,59,Female,363642.32,9,24,77140.0,3214.17,5,17
CUST03221,61,Male,366684.89,83,15,41870.0,2791.33,61,29
CUST03222,27,Female,376298.83,47,2,2260.0,1130.0,57,36
CUST03223,60,Male,225517.55,46,9,17360.0,1928.89,85,23
CUST03224,42,Male,349079.69,90,9,14270.0,1585.56,15,25
CUST03225,51,Male,772730.18,1,7,13600.0,1942.86,2,26
CUST03226,54,Male,809161.17,3,8,14180.0,1772.5,0,21
CUST03227,47,Female,368813.86,34,10,24210.0,2421.0,46,19
CUST03228,24,Female,215253.75,25,14,25110.0,1793.57,67,18
CUST03229,23,Female,664158.88,30,7,8270.0,1181.43,17,29
CUST03230,20,Female,307715.6,1,3,2720.0,906.67,13,23
CUST03231,30,Male,318714.6,18,16,34970.0,2185.62,22,21
CUST03232,20,Male,440245.64,33,4,9960.0,2490.0,168,22
CUST03233,43,Female,422080.94,9,25,48860.0,1954.4,1,23
CUST03234,41,Female,350450.28,7,2,10720.0,5360.0,82,22
CUST03235,70,Female,364993.5,30,7,14680.0,2097.14,26,30
CUST03236,23,Male,398909.76,77,18,32340.0,1796.67,9,23
CUST03237,60,Male,362604.83,81,0,0.0,0.0,9999,25
CUST03238,66,Male,373015.13,13,22,51360.0,2334.55,19,33
CUST03239,59,Male,435732.98,13,9,28840.0,3204.44,17,20
CUST03240,29,Male,586175.3,42,6,7460.0,1243.33,24,23
CUST03241,66,Female,559297.67,102,23,59280.0,2577.39,3,19
CUST03242,53,Male,391752.93,101,2,4680.0,2340.0,159,26
CUST03243,19,Female,433588.57,74,9,30880.0,3431.11,93,32
CUST03244,28,Female,915586.81,78,15,20580.0,1372.0,127,34
CUST03245,56,Male,779453.7,63,2,4390.0,2195.0,392,17
CUST03246,51,Female,639896.37,107,1,2560.0,2560.0,602,27
CUST03247,43,Male,225317.11,69,3,6840.0,2280.0,350,19
CUST03248,35,Female,524675.95,36,3,4910.0,1636.67,239,19
CUST03249,38,Female,368944.25,35,18,27150.0,1508.33,161,20
CUST03250,53,Female,325114.69,46,8,16270.0,2033.75,58,26
CUST03251,57,Female,425280.24,45,0,0.0,0.0,9999,33
CUST03252,69,Male,800944.68,56,8,9040.0,1130.0,49,16
CUST03253,63,Female,745707.22,87,11,22480.0,2043.64,40,24
CUST03254,61,Female,378352.66,5,6,13650.0,2275.0,57,28
CUST03255,39,Female,519406.72,44,7,28290.0,4041.43,25,25
CUST03256,70,Female,413602.8,28,1,1510.0,1510.0,505,28
CUST03257,47,Female,448800.36,87,1,3570.0,3570.0,108,21
CUST03258,67,Female,783294.11,42,5,15000.0,3000.0,45,20
CUST03259,60,Male,485990.15,98,9,13420.0,1491.11,69,26
CUST03260,47,Male,226755.92,31,20,51220.0,2561.0,8,32
CUST03261,25,Female,532199.51,7,2,4910.0,2455.0,8,23
CUST03262,51,Female,1132263.57,7,17,32400.0,1905.88,33,26
CUST03263,64,Other,364894.64,4,3,3170.0,1056.67,10,20
CUST03264,26,Male,1003703.82,108,14,35190.0,2513.57,33,25
CUST03265,68,Male,660150.12,32,8,48500.0,6062.5,3,33
CUST03266,37,Female,848886.3,28,4,8070.0,2017.5,134,34
CUST03267,57,Female,741412.41,56,19,33150.0,1744.74,19,26
CUST03268,42,Female,541647.67,4,6,12300.0,2050.0,57,27
CUST03269,36,Male,379421.64,103,15,58260.0,3884.0,5,25
CUST03270,22,Male,541131.08,116,3,7630.0,2543.33,299,19
CUST03271,28,Male,555317.47,109,13,32200.0,2476.92,78,27
CUST03272,32,Male,774184.27,8,15,33470.0,2231.33,19,17
CUST03273,25,Other,181572.22,14,2,1320.0,660.0,143,16
CUST03274,36,Male,262740.4,30,14,16000.0,1142.86,116,26
CUST03275,40,Male,556098.03,3,11,27360.0,2487.27,0,34
CUST03276,44,Male,580759.55,2,2,3840.0,1920.0,2,32
CUST03277,57,Male,338443.3,10,8,24470.0,3058.75,3,23
CUST03278,49,Female,587210.38,70,17,23050.0,1355.88,10,19
CUST03279,43,Male,678488.93,119,10,51600.0,5160.0,128,22
CUST03280,44,Male,458054.92,71,21,23770.0,1131.9,8,25
CUST03281,36,Other,951374.87,16,1,980.0,980.0,216,19
CUST03282,67,Male,1034846.19,70,15,50460.0,3364.0,15,26
CUST03283,59,Female,528166.33,80,7,10250.0,1464.29,26,25
CUST03284,46,Male,729967.99,91,2,2700.0,1350.0,460,28
CUST03285,56,Female,233048.2,120,15,29210.0,1947.33,1,22
CUST03286,58,Male,810478.81,76,14,65700.0,4692.86,42,28
CUST03287,50,Male,967099.97,86,5,13150.0,2630.0,164,18
CUST03288,36,Female,316611.86,79,6,4320.0,720.0,36,28
CUST03289,54,Male,659929.6,22,3,8090.0,2696.67,184,20
CUST03290,36,Female,215187.73,35,14,47540.0,3395.71,19,21
CUST03291,50,Male,350920.71,112,5,3220.0,644.0,49,27
CUST03292,64,Female,395623.76,114,6,5800.0,966.67,11,20
CUST03293,33,Female,257487.0,79,10,21260.0,2126.0,17,24
CUST03294,40,Male,449219.87,87,2,920.0,460.0,27,28
CUST03295,24,Male,436079.85,102,1,3240.0,3240.0,361,21
CUST03296,43,Female,659945.78,49,5,15900.0,3180.0,200,36
CUST03297,49,Female,252991.05,2,4,11540.0,2885.0,0,22
CUST03298,29,Male,661898.58,66,14,34290.0,2449.29,61,22
CUST03299,25,Female,350542.67,113,0,0.0,0.0,9999,27
CUST03300,22,Male,281259.55,19,8,20060.0,2507.5,4,35
CUST03301,59,Male,457708.18,69,17,53410.0,3141.76,30,25
CUST03302,45,Female,701585.31,4,3,14420.0,4806.67,7,25
CUST03303,70,Female,402105.21,92,20,79200.0,3960.0,58,31
CUST03304,22,Female,630091.95,82,5,10540.0,2108.0,153,25
CUST03305,66,Male,566862.05,104,17,73680.0,4334.12,30,26
CUST03306,43,Male,2049205.63,41,9,13860.0,1540.0,94,25
CUST03307,22,Female,434390.79,56,4,5750.0,1437.5,152,30
CUST03308,39,Male,463908.51,55,8,18390.0,2298.75,3,36
CUST03309,32,Male,823178.65,114,11,29760.0,2705.45,27,29
CUST03310,30,Male,488499.29,31,12,25370.0,2114.17,53,26
CUST03311,45,Female,559784.54,22,9,15230.0,1692.22,159,25
CUST03312,50,Male,226811.05,75,19,36830.0,1938.42,4,21
CUST03313,60,Male,473307.84,48,2,4020.0,2010.0,385,24
CUST03314,40,Female,364058.38,80,17,77720.0,4571.76,82,20
CUST03315,50,Female,402956.92,4,13,22500.0,1730.77,0,21
CUST03316,60,Male,561184.94,21,8,14740.0,1842.5,56,21
CUST03317,35,Female,487796.83,41,1,4940.0,4940.0,332,29
CUST03318,67,Male,707743.09,45,7,13370.0,1910.0,150,23
CUST03319,70,Male,768085.31,89,0,0.0,0.0,9999,22
