Purchase_ID,Customer_ID,Product_ID,Purchase_Date,Quantity
PUR10546,CUST01199,P00460,2024-09-08,1
PUR10547,CUST01199,P00739,2025-12-27,1
PUR10548,CUST01199,P00184,2025-05-19,1
PUR10549,CUST01199,P00383,2026-03-31,1
PUR10550,CUST01199,P00383,2024-11-21,1
PUR10551,CUST01199,P00199,2025-03-04,1
PUR10552,CUST01199,P00383,2025-12-12,1
PUR10553,CUST01199,P00383,2026-03-18,1
PUR10554,CUST01199,P00383,2025-05-14,1
PUR10555,CUST01199,P00607,2025-06-15,1
PUR10556,CUST01199,P00383,2025-11-16,1
PUR10557,CUST01199,P00406,2026-07-27,2
PUR10558,CUST01199,P00383,2026-09-01,1
PUR10559,CUST01199,P00729,2025-10-25,1
PUR10560,CUST01199,P00601,2025-11-15,1
PUR10561,CUST01199,P00019,2025-05-13,2
PUR10562,CUST01199,P00383,2025-06-05,1
PUR10563,CUST01199,P00729,2026-07-05,2
PUR10564,CUST01200,P00615,2025-02-18,1
PUR10565,CUST01200,P00615,2025-05-16,2
PUR10566,CUST01200,P00615,2025-06-15,2
PUR10567,CUST01200,P00347,2024-11-20,1
PUR10568,CUST01201,P00567,2026-06-12,1
PUR10569,CUST01201,P00485,2025-06-09,1
PUR10570,CUST01201,P00485,2025-11-05,1
PUR10571,CUST01201,P00448,2025-07-03,1
PUR10572,CUST01201,P00567,2024-12-29,1
PUR10573,CUST01201,P00567,2025-05-29,1
PUR10574,CUST01201,P00487,2025-08-16,1
PUR10575,CUST01201,P00620,2025-10-12,1
PUR10576,CUST01201,P00620,2026-04-11,2
PUR10577,CUST01201,P00567,2024-09-01,1
PUR10578,CUST01201,P00185,2026-03-06,1
PUR10579,CUST01201,P00604,2025-12-30,1
PUR10580,CUST01201,P00567,2025-04-22,2
PUR10581,CUST01201,P00620,2025-05-07,1
PUR10582,CUST01201,P00567,2025-11-11,2
PUR10583,CUST01201,P00190,2025-03-24,1
PUR10584,CUST01201,P00567,2024-12-21,1
PUR10585,CUST01201,P00251,2025-09-03,1
PUR10586,CUST01201,P00620,2025-10-20,1
PUR10587,CUST01201,P00567,2026-08-20,1
PUR10588,CUST01202,P00032,2025-11-06,1
PUR10589,CUST01202,P00711,2025-07-22,1
PUR10590,CUST01202,P00322,2025-01-08,1
PUR10591,CUST01202,P00132,2026-02-06,1
PUR10592,CUST01202,P00132,2026-07-16,1
PUR10593,CUST01202,P00132,2025-02-21,1
PUR10594,CUST01202,P00132,2026-02-04,2
PUR10595,CUST01202,P00151,2026-06-15,2
PUR10596,CUST01202,P00132,2024-10-18,1
PUR10597,CUST01202,P00132,2025-10-16,2
PUR10598,CUST01202,P00456,2025-05-19,1
PUR10599,CUST01202,P00322,2025-01-12,1
PUR10600,CUST01202,P00322,2024-09-08,1
PUR10601,CUST01202,P00444,2024-12-05,1
PUR10602,CUST01203,P00431,2025-11-17,1
PUR10603,CUST01204,P00424,2026-02-12,3
PUR10604,CUST01204,P00424,2025-12-26,1
PUR10605,CUST01204,P00538,2025-10-10,1
PUR10606,CUST01204,P00424,2026-07-01,1
PUR10607,CUST01204,P00594,2025-12-24,1
PUR10608,CUST01204,P00697,2026-06-27,1
PUR10609,CUST01204,P00424,2026-06-05,1
PUR10610,CUST01204,P00424,2025-05-29,1
PUR10611,CUST01205,P00523,2025-04-22,1
PUR10612,CUST01205,P00720,2024-12-16,2
PUR10613,CUST01205,P00670,2025-12-09,1
PUR10614,CUST01205,P00717,2024-10-12,1
PUR10615,CUST01205,P00271,2025-11-20,1
PUR10616,CUST01205,P00670,2025-03-29,1
PUR10617,CUST01205,P00267,2026-08-14,1
PUR10618,CUST01205,P00720,2024-12-09,1
PUR10619,CUST01205,P00717,2026-01-02,1
PUR10620,CUST01205,P00271,2026-01-30,1
PUR10621,CUST01205,P00078,2024-10-29,1
PUR10622,CUST01206,P00194,2025-09-19,1
PUR10623,CUST01206,P00738,2026-03-20,1
PUR10624,CUST01206,P00395,2026-03-13,1
PUR10625,CUST01206,P00580,2026-07-10,1
PUR10626,CUST01206,P00247,2026-07-20,1
PUR10627,CUST01206,P00194,2025-08-28,1
PUR10628,CUST01206,P00311,2026-08-29,1
PUR10629,CUST01207,P00367,2025-04-13,1
PUR10630,CUST01207,P00629,2026-07-21,1
PUR10631,CUST01207,P00236,2026-06-13,1
PUR10632,CUST01207,P00367,2025-05-07,1
PUR10633,CUST01207,P00586,2026-05-24,1
PUR10634,CUST01207,P00602,2024-10-22,2
PUR10635,CUST01207,P00084,2026-02-24,2
PUR10636,CUST01208,P00574,2025-07-04,1
PUR10637,CUST01208,P00673,2025-12-31,2
PUR10638,CUST01208,P00255,2025-08-21,1
PUR10639,CUST01208,P00255,2025-03-24,1
PUR10640,CUST01208,P00037,2025-01-07,3
PUR10641,CUST01208,P00205,2025-08-24,1
PUR10642,CUST01208,P00178,2024-09-13,1
PUR10643,CUST01208,P00458,2025-07-09,1
PUR10644,CUST01208,P00673,2025-10-10,2
PUR10645,CUST01208,P00144,2026-01-02,1
PUR10646,CUST01209,P00248,2026-03-25,1
PUR10647,CUST01209,P00351,2025-06-10,1
PUR10648,CUST01209,P00727,2026-04-28,2
PUR10649,CUST01209,P00586,2026-08-07,2
PUR10650,CUST01209,P00192,2024-12-25,1
PUR10651,CUST01209,P00351,2025-05-08,1
PUR10652,CUST01209,P00192,2026-03-21,3
PUR10653,CUST01209,P00248,2024-10-21,2
PUR10654,CUST01209,P00137,2025-03-24,1
PUR10655,CUST01210,P00612,2024-09-18,1
PUR10656,CUST01210,P00066,2025-02-26,2
PUR10657,CUST01210,P00023,2025-04-13,2
PUR10658,CUST01210,P00034,2025-06-13,1
PUR10659,CUST01210,P00034,2026-04-16,1
PUR10660,CUST01210,P00341,2025-07-27,2
PUR10661,CUST01210,P00034,2026-04-02,2
PUR10662,CUST01210,P00531,2025-05-21,1
PUR10663,CUST01210,P00298,2025-03-17,1
PUR10664,CUST01210,P00531,2024-11-26,1
PUR10665,CUST01211,P00461,2025-11-15,1
PUR10666,CUST01211,P00008,2026-03-01,1
PUR10667,CUST01211,P00167,2025-07-10,1
PUR10668,CUST01211,P00694,2025-11-05,1
PUR10669,CUST01211,P00353,2025-10-30,1
PUR10670,CUST01212,P00198,2025-12-01,2
PUR10671,CUST01212,P00198,2025-10-16,2
PUR10672,CUST01212,P00198,2026-03-01,1
PUR10673,CUST01213,P00560,2025-10-06,3
PUR10674,CUST01213,P00531,2026-01-22,3
PUR10675,CUST01214,P00622,2026-06-09,1
PUR10676,CUST01214,P00622,2024-11-08,1
PUR10677,CUST01214,P00622,2025-12-09,2
PUR10678,CUST01214,P00152,2026-08-03,1
PUR10679,CUST01214,P00622,2026-08-15,2
PUR10680,CUST01214,P00686,2026-05-23,1
PUR10681,CUST01214,P00622,2024-09-18,1
PUR10682,CUST01214,P00309,2025-08-17,1
PUR10683,CUST01214,P00703,2024-12-12,1
PUR10684,CUST01214,P00059,2024-10-05,1
PUR10685,CUST01214,P00129,2025-03-27,1
PUR10686,CUST01214,P00688,2025-12-30,1
PUR10687,CUST01215,P00670,2026-01-03,1
PUR10688,CUST01215,P00083,2025-10-07,1
PUR10689,CUST01215,P00410,2026-02-12,1
PUR10690,CUST01215,P00003,2024-09-07,1
PUR10691,CUST01215,P00604,2026-03-07,1
PUR10692,CUST01215,P00670,2025-04-28,1
PUR10693,CUST01215,P00670,2025-07-14,2
PUR10694,CUST01215,P00670,2026-03-26,1
PUR10695,CUST01216,P00728,2026-03-19,1
PUR10696,CUST01216,P00732,2026-01-25,1
PUR10697,CUST01216,P00287,2025-05-14,2
PUR10698,CUST01216,P00728,2024-10-25,1
PUR10699,CUST01217,P00521,2025-04-29,1
PUR10700,CUST01217,P00521,2025-01-11,2
PUR10701,CUST01217,P00055,2025-11-06,1
PUR10702,CUST01217,P00225,2026-05-25,1
PUR10703,CUST01217,P00452,2025-03-27,1
PUR10704,CUST01217,P00429,2025-02-24,1
PUR10705,CUST01217,P00522,2025-05-06,1
PUR10706,CUST01217,P00521,2026-03-22,1
PUR10707,CUST01217,P00522,2025-11-27,2
PUR10708,CUST01218,P00276,2025-01-26,3
PUR10709,CUST01218,P00007,2026-07-09,1
PUR10710,CUST01219,P00521,2026-05-31,1
PUR10711,CUST01219,P00563,2026-05-04,1
PUR10712,CUST01219,P00603,2024-11-02,1
PUR10713,CUST01219,P00521,2025-04-22,1
PUR10714,CUST01219,P00182,2024-09-11,3
PUR10715,CUST01219,P00364,2026-04-13,1
PUR10716,CUST01220,P00115,2025-02-22,1
PUR10717,CUST01220,P00358,2025-04-12,1
PUR10718,CUST01220,P00457,2025-03-10,1
PUR10719,CUST01220,P00457,2026-05-15,1
PUR10720,CUST01220,P00188,2025-07-30,1
PUR10721,CUST01220,P00633,2025-02-13,1
PUR10722,CUST01220,P00633,2026-06-29,1
PUR10723,CUST01220,P00022,2025-08-20,1
PUR10724,CUST01220,P00280,2026-08-08,1
PUR10725,CUST01220,P00626,2025-11-08,1
PUR10726,CUST01220,P00457,2025-09-12,2
PUR10727,CUST01220,P00202,2025-02-22,1
PUR10728,CUST01220,P00633,2025-05-19,1
PUR10729,CUST01220,P00457,2024-10-12,2
PUR10730,CUST01220,P00457,2026-02-07,1
PUR10731,CUST01220,P00457,2026-03-23,1
PUR10732,CUST01220,P00457,2024-10-06,1
PUR10733,CUST01220,P00496,2025-05-13,1
PUR10734,CUST01221,P00567,2026-05-13,1
PUR10735,CUST01221,P00699,2026-05-29,1
PUR10736,CUST01221,P00533,2026-01-11,1
PUR10737,CUST01221,P00695,2026-08-11,1
PUR10738,CUST01221,P00116,2026-05-10,1
PUR10739,CUST01221,P00251,2026-01-07,1
PUR10740,CUST01221,P00604,2025-07-10,1
PUR10741,CUST01222,P00138,2026-05-26,1
PUR10742,CUST01222,P00190,2025-03-10,1
PUR10743,CUST01223,P00359,2025-03-30,1
PUR10744,CUST01223,P00683,2026-03-27,1
PUR10745,CUST01223,P00618,2025-06-18,1
PUR10746,CUST01223,P00443,2026-07-17,1
PUR10747,CUST01223,P00700,2025-04-18,1
PUR10748,CUST01223,P00335,2025-11-06,1
PUR10749,CUST01223,P00600,2026-01-10,1
PUR10750,CUST01223,P00516,2025-09-22,1
PUR10751,CUST01223,P00684,2025-10-18,1
PUR10752,CUST01223,P00114,2026-04-14,1
PUR10753,CUST01223,P00657,2025-06-15,1
PUR10754,CUST01223,P00396,2025-10-23,1
PUR10755,CUST01223,P00738,2026-02-21,1
PUR10756,CUST01224,P00738,2025-04-16,1
PUR10757,CUST01224,P00604,2026-01-22,1
PUR10758,CUST01224,P00408,2026-04-09,2
PUR10759,CUST01224,P00657,2026-08-21,1
PUR10760,CUST01224,P00657,2026-03-06,1
PUR10761,CUST01225,P00157,2025-09-27,1
PUR10762,CUST01225,P00490,2026-05-27,1
PUR10763,CUST01225,P00315,2025-08-17,2
PUR10764,CUST01225,P00237,2026-01-22,1
PUR10765,CUST01225,P00662,2026-08-22,3
PUR10766,CUST01225,P00724,2025-11-05,1
PUR10767,CUST01225,P00745,2026-03-03,1
PUR10768,CUST01225,P00582,2025-10-05,1
PUR10769,CUST01225,P00696,2024-09-30,1
PUR10770,CUST01225,P00437,2024-10-08,1
PUR10771,CUST01225,P00437,2026-02-20,1
PUR10772,CUST01225,P00455,2025-12-07,1
PUR10773,CUST01225,P00315,2026-02-04,1
PUR10774,CUST01225,P00223,2026-03-10,1
PUR10775,CUST01225,P00437,2025-06-15,1
PUR10776,CUST01225,P00157,2026-04-04,1
PUR10777,CUST01225,P00437,2025-02-06,1
PUR10778,CUST01225,P00315,2025-08-24,2
PUR10779,CUST01225,P00582,2025-07-15,1
PUR10780,CUST01225,P00582,2025-06-18,1
PUR10781,CUST01225,P00431,2026-03-28,1
PUR10782,CUST01226,P00152,2026-05-11,1
PUR10783,CUST01226,P00164,2026-04-07,2
PUR10784,CUST01226,P00129,2026-01-04,3
PUR10785,CUST01226,P00686,2026-08-09,1
PUR10786,CUST01226,P00731,2025-11-19,1
PUR10787,CUST01226,P00302,2025-11-10,2
PUR10788,CUST01226,P00325,2025-07-06,2
PUR10789,CUST01227,P00020,2024-09-10,2
PUR10790,CUST01227,P00533,2024-11-01,3
PUR10791,CUST01227,P00474,2025-06-10,1
PUR10792,CUST01227,P00381,2026-08-08,1
PUR10793,CUST01227,P00620,2025-04-07,1
PUR10794,CUST01227,P00474,2026-04-19,1
PUR10795,CUST01227,P00020,2025-01-31,1
PUR10796,CUST01227,P00063,2024-09-01,2
PUR10797,CUST01227,P00215,2025-05-12,1
PUR10798,CUST01227,P00020,2026-03-30,1
PUR10799,CUST01227,P00348,2024-12-28,2
PUR10800,CUST01227,P00020,2025-11-16,1
PUR10801,CUST01227,P00381,2026-07-11,1
PUR10802,CUST01227,P00567,2025-08-04,1
PUR10803,CUST01227,P00381,2024-09-17,1
PUR10804,CUST01227,P00251,2025-10-24,1
PUR10805,CUST01227,P00020,2026-01-12,1
PUR10806,CUST01227,P00294,2026-06-20,1
PUR10807,CUST01227,P00020,2024-09-28,1
PUR10808,CUST01227,P00348,2025-10-02,1
PUR10809,CUST01227,P00020,2026-02-03,1
PUR10810,CUST01228,P00134,2025-04-20,1
PUR10811,CUST01228,P00713,2025-07-24,1
PUR10812,CUST01228,P00013,2024-10-28,1
PUR10813,CUST01229,P00215,2025-10-18,1
PUR10814,CUST01229,P00604,2026-07-08,1
PUR10815,CUST01229,P00052,2025-07-31,1
PUR10816,CUST01229,P00357,2026-04-09,2
PUR10817,CUST01229,P00474,2026-03-06,1
PUR10818,CUST01229,P00215,2026-05-05,1
PUR10819,CUST01230,P00423,2025-07-25,1
PUR10820,CUST01230,P00365,2026-07-14,1
PUR10821,CUST01230,P00539,2026-02-27,1
PUR10822,CUST01230,P00116,2026-02-06,1
PUR10823,CUST01230,P00539,2026-04-14,1
PUR10824,CUST01230,P00365,2026-08-23,1
PUR10825,CUST01230,P00076,2026-08-06,1
PUR10826,CUST01230,P00539,2026-06-24,2
PUR10827,CUST01230,P00347,2025-10-18,1
PUR10828,CUST01230,P00539,2026-07-05,2
PUR10829,CUST01230,P00636,2025-07-18,1
PUR10830,CUST01231,P00030,2026-04-27,1
PUR10831,CUST01231,P00149,2026-05-29,1
PUR10832,CUST01231,P00149,2024-10-23,1
PUR10833,CUST01231,P00569,2026-02-14,1
PUR10834,CUST01231,P00149,2025-08-23,1
PUR10835,CUST01231,P00286,2025-12-23,1
PUR10836,CUST01231,P00149,2025-03-30,2
PUR10837,CUST01231,P00149,2024-11-22,1
PUR10838,CUST01231,P00403,2025-04-06,1
PUR10839,CUST01232,P00092,2025-11-05,1
PUR10840,CUST01232,P00010,2026-08-17,1
PUR10841,CUST01232,P00549,2025-12-29,1
PUR10842,CUST01232,P00092,2025-06-27,3
PUR10843,CUST01232,P00662,2025-05-04,1
PUR10844,CUST01232,P00257,2026-01-03,1
PUR10845,CUST01232,P00244,2025-06-24,1
PUR10846,CUST01232,P00266,2025-12-09,1
PUR10847,CUST01233,P00219,2025-01-01,2
PUR10848,CUST01233,P00192,2024-11-15,2
PUR10849,CUST01234,P00254,2025-09-20,1
PUR10850,CUST01234,P00637,2026-07-30,1
PUR10851,CUST01234,P00013,2025-09-20,1
PUR10852,CUST01234,P00209,2026-08-15,1
PUR10853,CUST01234,P00254,2026-05-24,1
PUR10854,CUST01235,P00248,2026-02-15,1
PUR10855,CUST01235,P00248,2025-06-05,2
PUR10856,CUST01235,P00444,2025-09-11,2
PUR10857,CUST01235,P00248,2025-05-20,1
PUR10858,CUST01235,P00703,2025-11-05,2
PUR10859,CUST01235,P00686,2025-03-20,2
PUR10860,CUST01235,P00084,2026-04-06,1
PUR10861,CUST01235,P00703,2026-04-07,1
PUR10862,CUST01235,P00703,2025-02-26,2
PUR10863,CUST01235,P00248,2026-02-22,1
PUR10864,CUST01235,P00187,2025-09-18,1
PUR10865,CUST01235,P00367,2025-06-29,1
PUR10866,CUST01235,P00330,2025-08-07,1
PUR10867,CUST01235,P00727,2025-09-17,1
PUR10868,CUST01236,P00398,2026-03-12,1
PUR10869,CUST01236,P00387,2025-09-10,1
PUR10870,CUST01236,P00235,2024-09-11,1
PUR10871,CUST01236,P00596,2026-06-30,1
PUR10872,CUST01236,P00235,2025-10-03,1
PUR10873,CUST01236,P00235,2025-12-21,2
PUR10874,CUST01236,P00235,2025-04-05,1
PUR10875,CUST01236,P00093,2024-12-16,1
PUR10876,CUST01236,P00689,2025-11-03,1
PUR10877,CUST01236,P00293,2026-05-29,2
PUR10878,CUST01236,P00296,2025-05-10,1
PUR10879,CUST01237,P00509,2024-11-16,1
PUR10880,CUST01237,P00228,2025-12-14,1
PUR10881,CUST01237,P00162,2025-09-11,1
PUR10882,CUST01238,P00582,2026-04-25,3
PUR10883,CUST01238,P00195,2026-06-04,1
PUR10884,CUST01238,P00276,2026-03-27,1
PUR10885,CUST01238,P00400,2026-05-23,1
PUR10886,CUST01239,P00719,2025-07-01,1
PUR10887,CUST01239,P00319,2026-07-30,1
PUR10888,CUST01239,P00421,2025-11-25,1
PUR10889,CUST01240,P00237,2026-04-01,1
PUR10890,CUST01240,P00111,2024-10-14,1
PUR10891,CUST01240,P00263,2025-03-26,2
PUR10892,CUST01240,P00664,2025-06-04,3
PUR10893,CUST01241,P00397,2025-12-16,1
PUR10894,CUST01241,P00428,2025-11-16,1
PUR10895,CUST01241,P00297,2026-03-27,1
PUR10896,CUST01241,P00391,2025-10-27,1
PUR10897,CUST01241,P00557,2025-09-04,1
PUR10898,CUST01241,P00428,2026-02-04,2
PUR10899,CUST01241,P00428,2026-01-30,2
PUR10900,CUST01242,P00330,2026-08-03,1
PUR10901,CUST01242,P00599,2026-07-15,1
PUR10902,CUST01242,P00179,2026-08-26,2
PUR10903,CUST01242,P00250,2026-05-11,1
PUR10904,CUST01242,P00694,2025-07-23,1
PUR10905,CUST01242,P00584,2024-09-15,1
PUR10906,CUST01242,P00330,2024-09-20,1
PUR10907,CUST01242,P00494,2025-03-24,1
PUR10908,CUST01242,P00173,2025-03-11,2
PUR10909,CUST01242,P00130,2024-11-22,1
PUR10910,CUST01242,P00599,2026-06-04,1
PUR10911,CUST01242,P00173,2026-07-12,1
PUR10912,CUST01243,P00096,2026-08-11,1
PUR10913,CUST01244,P00742,2024-12-14,1
PUR10914,CUST01244,P00540,2025-03-16,1
PUR10915,CUST01244,P00549,2025-12-02,1
PUR10916,CUST01244,P00642,2026-03-10,1
PUR10917,CUST01244,P00658,2025-06-09,1
PUR10918,CUST01244,P00549,2025-11-30,1
PUR10919,CUST01244,P00199,2025-08-20,1
PUR10920,CUST01244,P00742,2025-03-20,1
PUR10921,CUST01244,P00734,2025-11-21,1
PUR10922,CUST01244,P00549,2026-04-22,1
PUR10923,CUST01244,P00687,2026-02-14,2
PUR10924,CUST01244,P00262,2025-03-10,1
PUR10925,CUST01245,P00161,2025-01-12,1
PUR10926,CUST01245,P00578,2025-10-17,1
PUR10927,CUST01245,P00578,2025-12-21,1
PUR10928,CUST01245,P00726,2026-05-10,1
PUR10929,CUST01245,P00739,2026-05-27,1
PUR10930,CUST01245,P00074,2024-10-20,1
PUR10931,CUST01246,P00036,2025-01-29,1
PUR10932,CUST01246,P00410,2024-10-06,1
PUR10933,CUST01246,P00647,2026-05-08,2
PUR10934,CUST01246,P00418,2025-12-12,1
PUR10935,CUST01246,P00317,2025-09-15,1
PUR10936,CUST01246,P00271,2025-02-01,2
PUR10937,CUST01247,P00182,2025-06-11,1
PUR10938,CUST01247,P00055,2025-10-29,1
PUR10939,CUST01247,P00569,2025-05-12,1
PUR10940,CUST01247,P00272,2024-11-14,1
PUR10941,CUST01247,P00201,2025-03-04,1
PUR10942,CUST01247,P00182,2025-09-12,1
PUR10943,CUST01247,P00272,2026-06-26,1
PUR10944,CUST01247,P00182,2024-09-24,1
PUR10945,CUST01247,P00182,2025-05-28,1
PUR10946,CUST01247,P00182,2026-07-29,1
PUR10947,CUST01248,P00304,2026-03-28,1
PUR10948,CUST01248,P00304,2025-11-13,1
PUR10949,CUST01248,P00703,2025-10-26,1
PUR10950,CUST01248,P00703,2025-08-04,1
PUR10951,CUST01248,P00304,2025-10-31,1
PUR10952,CUST01248,P00409,2025-10-15,1
PUR10953,CUST01248,P00729,2025-04-13,1
PUR10954,CUST01248,P00304,2026-02-27,1
PUR10955,CUST01248,P00214,2025-03-12,1
PUR10956,CUST01248,P00084,2025-04-01,2
PUR10957,CUST01248,P00084,2025-08-04,1
PUR10958,CUST01248,P00084,2024-09-09,1
PUR10959,CUST01248,P00162,2024-10-04,2
PUR10960,CUST01248,P00336,2026-08-29,1
PUR10961,CUST01248,P00301,2026-02-04,1
PUR10962,CUST01248,P00613,2024-11-12,2
PUR10963,CUST01248,P00727,2026-05-21,1
PUR10964,CUST01248,P00541,2025-01-22,1
PUR10965,CUST01249,P00246,2025-02-18,1
PUR10966,CUST01249,P00740,2025-02-20,1
PUR10967,CUST01249,P00246,2025-02-20,1
PUR10968,CUST01249,P00740,2025-08-02,1
PUR10969,CUST01249,P00016,2025-02-16,1
PUR10970,CUST01249,P00470,2025-06-04,1
PUR10971,CUST01250,P00280,2025-01-30,1
PUR10972,CUST01250,P00280,2025-06-19,2
PUR10973,CUST01250,P00280,2026-08-28,1
PUR10974,CUST01250,P00487,2026-03-31,2
PUR10975,CUST01250,P00615,2025-11-01,1
PUR10976,CUST01250,P00725,2026-01-14,1
PUR10977,CUST01250,P00280,2026-07-11,1
PUR10978,CUST01250,P00615,2025-07-24,1
PUR10979,CUST01250,P00280,2025-07-15,2
PUR10980,CUST01250,P00725,2026-03-22,2
PUR10981,CUST01250,P00280,2025-11-15,2
PUR10982,CUST01250,P00040,2024-11-05,1
PUR10983,CUST01250,P00280,2026-05-23,1
PUR10984,CUST01250,P00280,2025-07-29,2
PUR10985,CUST01250,P00280,2026-04-14,1
PUR10986,CUST01250,P00022,2025-06-10,1
PUR10987,CUST01250,P00280,2026-08-19,1
PUR10988,CUST01251,P00676,2025-08-09,1
PUR10989,CUST01251,P00184,2026-01-19,1
PUR10990,CUST01251,P00676,2025-02-03,2
PUR10991,CUST01251,P00676,2025-07-13,1
PUR10992,CUST01251,P00184,2026-05-28,1
PUR10993,CUST01251,P00676,2025-06-08,2
PUR10994,CUST01251,P00676,2025-02-19,1
PUR10995,CUST01251,P00676,2026-03-13,1
PUR10996,CUST01251,P00676,2025-02-23,1
PUR10997,CUST01251,P00676,2025-09-24,1
PUR10998,CUST01251,P00676,2026-02-11,1
PUR10999,CUST01251,P00676,2025-09-24,1
PUR11000,CUST01251,P00676,2025-04-14,1
PUR11001,CUST01252,P00470,2025-02-22,1
PUR11002,CUST01252,P00279,2025-11-13,2
PUR11003,CUST01252,P00556,2024-11-13,1
PUR11004,CUST01252,P00211,2025-10-31,1
PUR11005,CUST01252,P00665,2026-05-24,1
PUR11006,CUST01252,P00016,2025-09-29,1
PUR11007,CUST01252,P00279,2025-12-29,1
PUR11008,CUST01252,P00225,2025-01-03,1
PUR11009,CUST01252,P00134,2026-06-17,2
PUR11010,CUST01252,P00380,2025-10-18,1
PUR11011,CUST01252,P00681,2025-08-26,1
PUR11012,CUST01252,P00470,2024-09-13,1
PUR11013,CUST01252,P00563,2026-03-01,2
PUR11014,CUST01252,P00665,2025-10-28,1
PUR11015,CUST01252,P00665,2026-04-14,2
PUR11016,CUST01252,P00470,2025-08-15,1
PUR11017,CUST01253,P00319,2026-08-31,1
PUR11018,CUST01253,P00013,2026-06-16,1
PUR11019,CUST01253,P00136,2024-11-04,1
PUR11020,CUST01253,P00013,2026-04-14,1
PUR11021,CUST01253,P00460,2026-03-02,1
PUR11022,CUST01253,P00460,2025-07-28,1
PUR11023,CUST01253,P00239,2026-05-05,1
PUR11024,CUST01253,P00136,2026-07-24,2
PUR11025,CUST01253,P00717,2026-01-04,1
PUR11026,CUST01253,P00701,2026-01-29,1
PUR11027,CUST01253,P00136,2025-07-17,1
PUR11028,CUST01254,P00736,2025-12-26,1
PUR11029,CUST01254,P00717,2026-08-07,1
PUR11030,CUST01254,P00691,2026-07-09,1
PUR11031,CUST01254,P00524,2026-06-12,1
PUR11032,CUST01254,P00511,2026-05-05,2
PUR11033,CUST01254,P00078,2026-06-10,1
PUR11034,CUST01254,P00341,2026-05-19,1
PUR11035,CUST01254,P00278,2026-06-09,1
PUR11036,CUST01254,P00736,2026-06-02,1
PUR11037,CUST01254,P00565,2026-04-17,1
PUR11038,CUST01254,P00736,2026-08-21,2
PUR11039,CUST01254,P00078,2026-02-23,1
PUR11040,CUST01254,P00736,2026-01-29,1
PUR11041,CUST01254,P00736,2026-02-27,1
PUR11042,CUST01254,P00736,2025-11-19,1
PUR11043,CUST01255,P00302,2026-02-08,1
PUR11044,CUST01255,P00325,2024-09-07,1
PUR11045,CUST01255,P00309,2024-12-18,1
PUR11046,CUST01255,P00622,2026-05-11,3
PUR11047,CUST01255,P00463,2025-08-05,1
PUR11048,CUST01255,P00161,2025-03-21,1
PUR11049,CUST01255,P00076,2026-04-28,1
PUR11050,CUST01255,P00731,2025-05-14,1
PUR11051,CUST01255,P00302,2025-12-22,1
PUR11052,CUST01255,P00302,2025-03-01,2
PUR11053,CUST01255,P00548,2025-05-01,1
PUR11054,CUST01255,P00061,2026-08-08,1
PUR11055,CUST01255,P00152,2026-06-24,1
PUR11056,CUST01255,P00407,2026-03-07,1
PUR11057,CUST01255,P00515,2024-11-07,1
PUR11058,CUST01255,P00032,2025-11-19,2
PUR11059,CUST01255,P00731,2026-07-17,1
PUR11060,CUST01256,P00403,2026-04-21,1
PUR11061,CUST01256,P00539,2024-09-25,1
PUR11062,CUST01256,P00539,2025-01-13,2
PUR11063,CUST01256,P00539,2025-07-11,1
PUR11064,CUST01256,P00539,2025-05-30,1
PUR11065,CUST01256,P00539,2025-01-12,1
PUR11066,CUST01256,P00539,2026-08-17,2
PUR11067,CUST01256,P00539,2025-08-02,1
PUR11068,CUST01256,P00539,2026-01-21,1
PUR11069,CUST01256,P00678,2025-04-15,1
PUR11070,CUST01257,P00260,2025-07-29,1
PUR11071,CUST01257,P00375,2025-03-30,1
PUR11072,CUST01257,P00260,2025-02-28,1
PUR11073,CUST01257,P00503,2024-12-30,2
PUR11074,CUST01257,P00689,2026-06-13,1
PUR11075,CUST01257,P00738,2026-01-22,1
PUR11076,CUST01257,P00503,2026-01-29,1
PUR11077,CUST01258,P00202,2026-04-16,1
PUR11078,CUST01259,P00651,2026-01-19,1
PUR11079,CUST01259,P00350,2026-01-18,1
PUR11080,CUST01259,P00350,2026-03-19,1
PUR11081,CUST01259,P00470,2026-08-03,1
PUR11082,CUST01259,P00651,2025-12-20,2
PUR11083,CUST01259,P00651,2026-08-13,1
PUR11084,CUST01259,P00382,2026-04-14,1
PUR11085,CUST01259,P00319,2026-08-13,1
PUR11086,CUST01259,P00700,2026-01-22,1
PUR11087,CUST01259,P00651,2026-06-30,1
PUR11088,CUST01259,P00574,2026-05-08,1
PUR11089,CUST01259,P00651,2026-02-15,2
PUR11090,CUST01259,P00651,2026-08-31,1
PUR11091,CUST01259,P00651,2026-06-19,1
PUR11092,CUST01260,P00634,2025-12-05,1
PUR11093,CUST01261,P00145,2026-03-23,1
PUR11094,CUST01261,P00610,2025-05-12,1
PUR11095,CUST01261,P00236,2025-03-12,1
PUR11096,CUST01261,P00561,2025-07-01,1
PUR11097,CUST01261,P00498,2026-03-11,1
PUR11098,CUST01261,P00610,2025-10-20,2
PUR11099,CUST01261,P00484,2024-09-02,1
PUR11100,CUST01261,P00610,2025-09-28,1
PUR11101,CUST01261,P00041,2025-12-04,1
PUR11102,CUST01261,P00704,2025-08-24,2
PUR11103,CUST01261,P00232,2026-04-10,1
