item_id,name,category,brand,price,rating,user_id
ITEM_11973,Fashion Product 1974,Footwear,Zara,158.9,4.8,CUST_1434
ITEM_11974,Fashion Product 1975,Accessories,Nike,26.83,3.9,CUST_1391
ITEM_11975,Fashion Product 1976,Footwear,Puma,59.67,4.0,CUST_1247
ITEM_11976,Fashion Product 1977,Accessories,Levi's,90.49,3.3,CUST_1395
ITEM_11977,Fashion Product 1978,Dresses,Gucci,98.46,4.9,CUST_1195
ITEM_11978,Fashion Product 1979,Dresses,Gucci,172.27,4.0,CUST_1322
ITEM_11979,Fashion Product 1980,Footwear,Levi's,136.97,2.5,CUST_1339
ITEM_11980,Fashion Product 1981,Footwear,Nike,101.71,3.9,CUST_1412
ITEM_11981,Fashion Product 1982,Accessories,Gucci,118.16,3.4,CUST_1440
ITEM_11982,Fashion Product 1983,Bottoms,Zara,13.11,2.6,CUST_1028
ITEM_11983,Fashion Product 1984,Accessories,Gucci,194.93,3.6,CUST_1345
ITEM_11984,Fashion Product 1985,Bottoms,Puma,19.84,4.4,CUST_1331
ITEM_11985,Fashion Product 1986,Dresses,Gucci,209.04,3.8,CUST_1296
ITEM_11986,Fashion Product 1987,Tops,Zara,139.84,4.1,CUST_1235
ITEM_11987,Fashion Product 1988,Footwear,Mango,136.68,4.1,CUST_1130
ITEM_11988,Fashion Product 1989,Bottoms,Puma,179.1,4.2,CUST_1076
ITEM_11989,Fashion Product 1990,Accessories,Adidas,216.29,3.5,CUST_1445
ITEM_11990,Fashion Product 1991,Dresses,Adidas,236.24,3.4,CUST_1233
ITEM_11991,Fashion Product 1992,Bottoms,Puma,140.41,2.5,CUST_1230
ITEM_11992,Fashion Product 1993,Accessories,Nike,46.16,2.9,CUST_1332
ITEM_11993,Fashion Product 1994,Footwear,Mango,220.87,4.9,CUST_1370
ITEM_11994,Fashion Product 1995,Footwear,Puma,19.76,4.6,CUST_1409
ITEM_11995,Fashion Product 1996,Outerwear,Zara,203.76,3.2,CUST_1485
ITEM_11996,Fashion Product 1997,Tops,H&M,173.3,3.5,CUST_1351
ITEM_11997,Fashion Product 1998,Outerwear,Uniqlo,227.13,4.8,CUST_1310
ITEM_11998,Fashion Product 1999,Dresses,Gucci,225.39,3.1,CUST_1401
ITEM_11999,Fashion Product 2000,Bottoms,Mango,22.76,3.8,CUST_1432
ITEM_12000,Fashion Product 2001,Dresses,Zara,156.27,2.6,CUST_1396
ITEM_12001,Fashion Product 2002,Accessories,Adidas,39.92,4.0,CUST_1189
ITEM_12002,Fashion Product 2003,Footwear,Puma,28.83,4.8,CUST_1478
ITEM_12003,Fashion Product 2004,Outerwear,Mango,117.59,4.7,CUST_1002
ITEM_12004,Fashion Product 2005,Outerwear,Levi's,33.42,3.8,CUST_1336
ITEM_12005,Fashion Product 2006,Outerwear,Gucci,184.7,4.1,CUST_1065
ITEM_12006,Fashion Product 2007,Dresses,Uniqlo,242.55,3.9,CUST_1052
ITEM_12007,Fashion Product 2008,Footwear,Adidas,146.7,2.7,CUST_1034
ITEM_12008,Fashion Product 2009,Bottoms,Puma,66.44,2.9,CUST_1301
ITEM_12009,Fashion Product 2010,Accessories,Gucci,212.37,4.9,CUST_1240
ITEM_12010,Fashion Product 2011,Bottoms,Adidas,214.74,3.1,CUST_1129
ITEM_12011,Fashion Product 2012,Dresses,Levi's,185.87,3.5,CUST_1243
ITEM_12012,Fashion Product 2013,Accessories,Uniqlo,157.63,3.8,CUST_1356
ITEM_12013,Fashion Product 2014,Outerwear,Uniqlo,218.27,4.9,CUST_1308
ITEM_12014,Fashion Product 2015,Tops,Gucci,49.19,4.2,CUST_1323
ITEM_12015,Fashion Product 2016,Dresses,Zara,233.58,4.1,CUST_1098
ITEM_12016,Fashion Product 2017,Dresses,Gucci,237.33,3.8,CUST_1076
ITEM_12017,Fashion Product 2018,Footwear,Adidas,219.28,4.3,CUST_1312
ITEM_12018,Fashion Product 2019,Bottoms,Zara,70.16,4.2,CUST_1442
ITEM_12019,Fashion Product 2020,Dresses,Uniqlo,215.96,4.8,CUST_1365
ITEM_12020,Fashion Product 2021,Dresses,H&M,129.43,3.9,CUST_1219
ITEM_12021,Fashion Product 2022,Outerwear,Uniqlo,152.78,3.6,CUST_1306
ITEM_12022,Fashion Product 2023,Outerwear,Gucci,211.74,4.5,CUST_1101
ITEM_12023,Fashion Product 2024,Accessories,Adidas,17.1,4.5,CUST_1119
ITEM_12024,Fashion Product 2025,Tops,Zara,97.11,2.9,CUST_1409
ITEM_12025,Fashion Product 2026,Footwear,Puma,205.77,3.1,CUST_1140
ITEM_12026,Fashion Product 2027,Tops,Zara,205.35,4.9,CUST_1371
ITEM_12027,Fashion Product 2028,Accessories,Levi's,213.69,3.6,CUST_1225
ITEM_12028,Fashion Product 2029,Outerwear,Nike,50.61,3.8,CUST_1255
ITEM_12029,Fashion Product 2030,Bottoms,Nike,179.41,3.3,CUST_1073
ITEM_12030,Fashion Product 2031,Outerwear,Mango,45.16,3.7,CUST_1449
ITEM_12031,Fashion Product 2032,Footwear,Mango,198.42,4.4,CUST_1312
ITEM_12032,Fashion Product 2033,Outerwear,Mango,68.83,3.7,CUST_1306
ITEM_12033,Fashion Product 2034,Footwear,Zara,187.08,3.3,CUST_1471
ITEM_12034,Fashion Product 2035,Footwear,Adidas,119.2,2.7,CUST_1156
ITEM_12035,Fashion Product 2036,Footwear,Mango,246.7,4.8,CUST_1259
ITEM_12036,Fashion Product 2037,Accessories,Gucci,149.17,4.7,CUST_1422
ITEM_12037,Fashion Product 2038,Footwear,Zara,161.82,4.5,CUST_1064
ITEM_12038,Fashion Product 2039,Footwear,Adidas,98.36,4.2,CUST_1310
ITEM_12039,Fashion Product 2040,Bottoms,Nike,186.28,3.8,CUST_1036
ITEM_12040,Fashion Product 2041,Tops,H&M,128.77,4.7,CUST_1248
ITEM_12041,Fashion Product 2042,Dresses,Gucci,14.34,4.5,CUST_1428
ITEM_12042,Fashion Product 2043,Tops,Puma,156.06,4.5,CUST_1044
ITEM_12043,Fashion Product 2044,Footwear,Puma,209.31,3.3,CUST_1453
ITEM_12044,Fashion Product 2045,Bottoms,Adidas,66.83,3.6,CUST_1119
ITEM_12045,Fashion Product 2046,Outerwear,Levi's,63.06,4.3,CUST_1349
ITEM_12046,Fashion Product 2047,Bottoms,Adidas,156.13,3.4,CUST_1181
ITEM_12047,Fashion Product 2048,Footwear,H&M,206.32,3.7,CUST_1397
ITEM_12048,Fashion Product 2049,Bottoms,Nike,69.91,4.1,CUST_1428
ITEM_12049,Fashion Product 2050,Bottoms,Uniqlo,233.74,3.6,CUST_1388
ITEM_12050,Fashion Product 2051,Footwear,Adidas,232.57,4.5,CUST_1070
ITEM_12051,Fashion Product 2052,Accessories,Nike,58.13,2.8,CUST_1435
ITEM_12052,Fashion Product 2053,Bottoms,Puma,73.31,4.3,CUST_1358
ITEM_12053,Fashion Product 2054,Dresses,Adidas,178.14,2.9,CUST_1454
ITEM_12054,Fashion Product 2055,Dresses,Adidas,238.42,4.8,CUST_1267
ITEM_12055,Fashion Product 2056,Bottoms,Mango,180.37,3.3,CUST_1219
ITEM_12056,Fashion Product 2057,Accessories,Puma,116.78,4.5,CUST_1438
ITEM_12057,Fashion Product 2058,Outerwear,Gucci,50.56,3.8,CUST_1366
ITEM_12058,Fashion Product 2059,Footwear,Levi's,120.64,2.7,CUST_1190
ITEM_12059,Fashion Product 2060,Dresses,Uniqlo,155.62,4.0,CUST_1256
ITEM_12060,Fashion Product 2061,Outerwear,Adidas,89.43,4.8,CUST_1187
ITEM_12061,Fashion Product 2062,Bottoms,Adidas,132.46,2.9,CUST_1227
ITEM_12062,Fashion Product 2063,Outerwear,Gucci,41.25,3.3,CUST_1061
ITEM_12063,Fashion Product 2064,Tops,Levi's,118.53,3.6,CUST_1168
ITEM_12064,Fashion Product 2065,Dresses,Puma,31.79,3.2,CUST_1132
ITEM_12065,Fashion Product 2066,Bottoms,Adidas,21.78,4.9,CUST_1155
ITEM_12066,Fashion Product 2067,Footwear,Nike,215.74,3.4,CUST_1272
ITEM_12067,Fashion Product 2068,Accessories,Zara,59.22,4.1,CUST_1210
ITEM_12068,Fashion Product 2069,Bottoms,Levi's,148.04,3.1,CUST_1007
ITEM_12069,Fashion Product 2070,Footwear,Adidas,45.76,3.0,CUST_1011
ITEM_12070,Fashion Product 2071,Accessories,Levi's,73.01,2.9,CUST_1200
ITEM_12071,Fashion Product 2072,Accessories,Uniqlo,96.72,3.6,CUST_1251
ITEM_12072,Fashion Product 2073,Bottoms,Adidas,44.48,3.8,CUST_1064
ITEM_12073,Fashion Product 2074,Outerwear,Uniqlo,21.03,2.5,CUST_1180
ITEM_12074,Fashion Product 2075,Outerwear,H&M,220.52,4.6,CUST_1128
ITEM_12075,Fashion Product 2076,Accessories,Zara,12.84,3.8,CUST_1262
ITEM_12076,Fashion Product 2077,Outerwear,Gucci,24.72,2.9,CUST_1120
ITEM_12077,Fashion Product 2078,Tops,Uniqlo,203.22,2.7,CUST_1048
ITEM_12078,Fashion Product 2079,Accessories,Adidas,77.68,2.7,CUST_1069
ITEM_12079,Fashion Product 2080,Accessories,Mango,183.48,3.1,CUST_1377
ITEM_12080,Fashion Product 2081,Footwear,Gucci,45.09,3.7,CUST_1262
ITEM_12081,Fashion Product 2082,Outerwear,Gucci,66.95,4.7,CUST_1230
ITEM_12082,Fashion Product 2083,Accessories,Puma,147.47,4.8,CUST_1252
ITEM_12083,Fashion Product 2084,Tops,Uniqlo,247.27,4.6,CUST_1445
ITEM_12084,Fashion Product 2085,Footwear,Mango,27.63,3.3,CUST_1450
ITEM_12085,Fashion Product 2086,Bottoms,Uniqlo,106.13,3.3,CUST_1479
ITEM_12086,Fashion Product 2087,Accessories,Puma,20.34,5.0,CUST_1231
ITEM_12087,Fashion Product 2088,Tops,Zara,57.81,4.2,CUST_1224
ITEM_12088,Fashion Product 2089,Dresses,Adidas,227.79,3.3,CUST_1457
ITEM_12089,Fashion Product 2090,Tops,Uniqlo,33.15,3.3,CUST_1207
ITEM_12090,Fashion Product 2091,Tops,Puma,215.65,3.6,CUST_1341
ITEM_12091,Fashion Product 2092,Footwear,Levi's,52.67,4.1,CUST_1366
ITEM_12092,Fashion Product 2093,Bottoms,Adidas,216.83,4.7,CUST_1437
ITEM_12093,Fashion Product 2094,Dresses,Uniqlo,139.13,3.0,CUST_1028
ITEM_12094,Fashion Product 2095,Outerwear,Levi's,220.77,2.7,CUST_1365
ITEM_12095,Fashion Product 2096,Outerwear,Adidas,46.41,3.5,CUST_1219
ITEM_12096,Fashion Product 2097,Tops,Levi's,192.89,3.1,CUST_1389
ITEM_12097,Fashion Product 2098,Footwear,Gucci,173.37,3.9,CUST_1337
ITEM_12098,Fashion Product 2099,Footwear,Uniqlo,140.3,4.2,CUST_1101
ITEM_12099,Fashion Product 2100,Outerwear,Puma,204.54,3.3,CUST_1058
ITEM_12100,Fashion Product 2101,Dresses,Adidas,165.59,4.2,CUST_1024
ITEM_12101,Fashion Product 2102,Bottoms,Uniqlo,220.49,3.4,CUST_1415
ITEM_12102,Fashion Product 2103,Dresses,Adidas,101.45,4.1,CUST_1227
ITEM_12103,Fashion Product 2104,Accessories,Adidas,151.58,4.1,CUST_1169
ITEM_12104,Fashion Product 2105,Accessories,Levi's,218.94,3.2,CUST_1489
ITEM_12105,Fashion Product 2106,Bottoms,Levi's,61.56,4.1,CUST_1246
ITEM_12106,Fashion Product 2107,Outerwear,Mango,126.58,3.5,CUST_1324
ITEM_12107,Fashion Product 2108,Bottoms,Uniqlo,240.58,3.3,CUST_1212
ITEM_12108,Fashion Product 2109,Footwear,H&M,123.66,3.2,CUST_1363
ITEM_12109,Fashion Product 2110,Accessories,Nike,70.68,3.4,CUST_1465
ITEM_12110,Fashion Product 2111,Tops,H&M,94.26,4.5,CUST_1430
ITEM_12111,Fashion Product 2112,Tops,Adidas,222.42,3.1,CUST_1266
ITEM_12112,Fashion Product 2113,Outerwear,Mango,239.17,4.2,CUST_1421
ITEM_12113,Fashion Product 2114,Footwear,Adidas,238.03,4.8,CUST_1405
ITEM_12114,Fashion Product 2115,Dresses,H&M,177.75,3.4,CUST_1021
ITEM_12115,Fashion Product 2116,Footwear,Adidas,132.3,2.6,CUST_1124
ITEM_12116,Fashion Product 2117,Tops,Levi's,53.85,2.6,CUST_1369
ITEM_12117,Fashion Product 2118,Tops,Uniqlo,39.57,2.8,CUST_1464
ITEM_12118,Fashion Product 2119,Accessories,H&M,24.34,2.8,CUST_1097
ITEM_12119,Fashion Product 2120,Footwear,Nike,14.25,4.4,CUST_1138
ITEM_12120,Fashion Product 2121,Footwear,Nike,220.75,3.2,CUST_1492
ITEM_12121,Fashion Product 2122,Tops,Levi's,204.18,4.1,CUST_1338
ITEM_12122,Fashion Product 2123,Dresses,Uniqlo,146.28,2.6,CUST_1353
ITEM_12123,Fashion Product 2124,Outerwear,Zara,249.69,3.2,CUST_1093
ITEM_12124,Fashion Product 2125,Outerwear,Zara,238.73,3.1,CUST_1095
ITEM_12125,Fashion Product 2126,Footwear,Puma,167.23,3.2,CUST_1024
ITEM_12126,Fashion Product 2127,Outerwear,Puma,121.5,3.0,CUST_1380
ITEM_12127,Fashion Product 2128,Tops,H&M,46.52,4.0,CUST_1396
ITEM_12128,Fashion Product 2129,Tops,Levi's,133.74,4.2,CUST_1404
ITEM_12129,Fashion Product 2130,Footwear,Levi's,47.86,2.9,CUST_1454
ITEM_12130,Fashion Product 2131,Footwear,Adidas,105.63,4.4,CUST_1136
ITEM_12131,Fashion Product 2132,Accessories,Nike,236.24,3.1,CUST_1334
ITEM_12132,Fashion Product 2133,Footwear,Nike,92.07,3.2,CUST_1133
ITEM_12133,Fashion Product 2134,Dresses,Nike,46.67,4.6,CUST_1054
ITEM_12134,Fashion Product 2135,Outerwear,Mango,149.78,4.8,CUST_1292
ITEM_12135,Fashion Product 2136,Footwear,Uniqlo,154.57,4.6,CUST_1112
ITEM_12136,Fashion Product 2137,Bottoms,Gucci,56.51,2.9,CUST_1422
ITEM_12137,Fashion Product 2138,Accessories,Adidas,57.18,5.0,CUST_1131
ITEM_12138,Fashion Product 2139,Bottoms,Zara,247.49,4.2,CUST_1420
ITEM_12139,Fashion Product 2140,Tops,Levi's,68.39,3.8,CUST_1278
ITEM_12140,Fashion Product 2141,Outerwear,Zara,211.17,4.9,CUST_1264
ITEM_12141,Fashion Product 2142,Footwear,Mango,122.88,4.5,CUST_1445
ITEM_12142,Fashion Product 2143,Bottoms,Zara,114.4,4.2,CUST_1382
ITEM_12143,Fashion Product 2144,Outerwear,Nike,80.79,4.6,CUST_1078
ITEM_12144,Fashion Product 2145,Tops,Adidas,195.72,3.5,CUST_1263
ITEM_12145,Fashion Product 2146,Dresses,Puma,221.36,4.2,CUST_1068
ITEM_12146,Fashion Product 2147,Accessories,Gucci,72.67,3.0,CUST_1062
ITEM_12147,Fashion Product 2148,Outerwear,Levi's,32.82,5.0,CUST_1403
ITEM_12148,Fashion Product 2149,Outerwear,Mango,42.86,4.0,CUST_1363
ITEM_12149,Fashion Product 2150,Dresses,Levi's,200.27,4.5,CUST_1175
ITEM_12150,Fashion Product 2151,Outerwear,Gucci,114.6,3.5,CUST_1280
ITEM_12151,Fashion Product 2152,Tops,Levi's,41.66,4.4,CUST_1464
ITEM_12152,Fashion Product 2153,Tops,Uniqlo,91.67,3.5,CUST_1390
ITEM_12153,Fashion Product 2154,Dresses,Levi's,133.42,4.0,CUST_1236
ITEM_12154,Fashion Product 2155,Accessories,Puma,214.49,4.4,CUST_1136
ITEM_12155,Fashion Product 2156,Footwear,Adidas,164.02,2.8,CUST_1409
ITEM_12156,Fashion Product 2157,Bottoms,Adidas,52.25,3.4,CUST_1224
ITEM_12157,Fashion Product 2158,Footwear,Zara,48.09,3.9,CUST_1089
ITEM_12158,Fashion Product 2159,Outerwear,H&M,108.96,3.3,CUST_1458
ITEM_12159,Fashion Product 2160,Bottoms,Nike,28.05,3.3,CUST_1107
ITEM_12160,Fashion Product 2161,Dresses,Gucci,191.34,3.2,CUST_1041
ITEM_12161,Fashion Product 2162,Dresses,Mango,106.35,3.1,CUST_1186
ITEM_12162,Fashion Product 2163,Accessories,Adidas,92.33,4.6,CUST_1465
ITEM_12163,Fashion Product 2164,Bottoms,Zara,132.19,4.8,CUST_1188
ITEM_12164,Fashion Product 2165,Tops,Levi's,180.15,4.3,CUST_1366
ITEM_12165,Fashion Product 2166,Bottoms,Nike,146.64,2.6,CUST_1387
ITEM_12166,Fashion Product 2167,Outerwear,Nike,202.58,4.5,CUST_1009
ITEM_12167,Fashion Product 2168,Tops,H&M,161.05,3.8,CUST_1180
ITEM_12168,Fashion Product 2169,Dresses,Uniqlo,199.11,4.4,CUST_1186
ITEM_12169,Fashion Product 2170,Bottoms,H&M,177.23,3.6,CUST_1444
ITEM_12170,Fashion Product 2171,Footwear,Levi's,56.35,2.6,CUST_1082
ITEM_12171,Fashion Product 2172,Accessories,Puma,22.57,4.2,CUST_1177
ITEM_12172,Fashion Product 2173,Footwear,Gucci,226.82,3.6,CUST_1094
ITEM_12173,Fashion Product 2174,Accessories,Nike,236.96,4.7,CUST_1389
ITEM_12174,Fashion Product 2175,Outerwear,Mango,184.46,4.3,CUST_1446
ITEM_12175,Fashion Product 2176,Footwear,Mango,183.81,3.4,CUST_1116
ITEM_12176,Fashion Product 2177,Bottoms,Zara,74.84,4.3,CUST_1160
ITEM_12177,Fashion Product 2178,Bottoms,Mango,140.19,3.7,CUST_1245
ITEM_12178,Fashion Product 2179,Footwear,Nike,248.14,3.0,CUST_1283
ITEM_12179,Fashion Product 2180,Bottoms,Nike,215.47,3.5,CUST_1213
ITEM_12180,Fashion Product 2181,Outerwear,Nike,83.05,3.1,CUST_1152
ITEM_12181,Fashion Product 2182,Tops,Gucci,82.25,2.5,CUST_1166
ITEM_12182,Fashion Product 2183,Outerwear,Adidas,126.06,3.1,CUST_1451
ITEM_12183,Fashion Product 2184,Accessories,Uniqlo,107.1,3.0,CUST_1400
ITEM_12184,Fashion Product 2185,Outerwear,Levi's,99.08,2.5,CUST_1143
ITEM_12185,Fashion Product 2186,Accessories,Levi's,160.47,4.5,CUST_1025
ITEM_12186,Fashion Product 2187,Bottoms,Zara,12.76,2.7,CUST_1200
ITEM_12187,Fashion Product 2188,Tops,H&M,193.2,3.6,CUST_1233
ITEM_12188,Fashion Product 2189,Bottoms,Gucci,187.61,3.5,CUST_1004
ITEM_12189,Fashion Product 2190,Dresses,Adidas,209.28,3.0,CUST_1288
ITEM_12190,Fashion Product 2191,Bottoms,Puma,211.95,4.9,CUST_1173
ITEM_12191,Fashion Product 2192,Accessories,Zara,145.94,4.0,CUST_1184
ITEM_12192,Fashion Product 2193,Bottoms,Adidas,197.22,4.5,CUST_1251
ITEM_12193,Fashion Product 2194,Bottoms,Nike,128.17,3.7,CUST_1291
ITEM_12194,Fashion Product 2195,Tops,H&M,238.37,4.3,CUST_1437
ITEM_12195,Fashion Product 2196,Bottoms,H&M,55.77,4.9,CUST_1286
ITEM_12196,Fashion Product 2197,Tops,Levi's,229.75,3.4,CUST_1359
ITEM_12197,Fashion Product 2198,Footwear,Uniqlo,72.05,3.8,CUST_1112
ITEM_12198,Fashion Product 2199,Dresses,Uniqlo,34.65,3.8,CUST_1305
ITEM_12199,Fashion Product 2200,Tops,Puma,115.39,5.0,CUST_1350
ITEM_12200,Fashion Product 2201,Accessories,H&M,157.58,3.1,CUST_1465
ITEM_12201,Fashion Product 2202,Footwear,Nike,65.44,4.2,CUST_1339
ITEM_12202,Fashion Product 2203,Tops,Nike,143.39,2.8,CUST_1436
ITEM_12203,Fashion Product 2204,Tops,Mango,203.89,4.8,CUST_1479
ITEM_12204,Fashion Product 2205,Dresses,Nike,71.7,4.0,CUST_1465
ITEM_12205,Fashion Product 2206,Accessories,Adidas,149.28,4.6,CUST_1130
ITEM_12206,Fashion Product 2207,Outerwear,Uniqlo,91.44,4.7,CUST_1187
ITEM_12207,Fashion Product 2208,Outerwear,Nike,137.14,3.9,CUST_1421
ITEM_12208,Fashion Product 2209,Tops,Gucci,170.06,4.2,CUST_1496
ITEM_12209,Fashion Product 2210,Bottoms,Nike,94.1,4.2,CUST_1029
ITEM_12210,Fashion Product 2211,Accessories,Mango,248.68,3.7,CUST_1158
ITEM_12211,Fashion Product 2212,Footwear,Puma,145.31,3.6,CUST_1374
ITEM_12212,Fashion Product 2213,Bottoms,Puma,207.87,3.0,CUST_1235
ITEM_12213,Fashion Product 2214,Bottoms,H&M,184.03,3.5,CUST_1278
ITEM_12214,Fashion Product 2215,Accessories,Nike,214.67,5.0,CUST_1102
ITEM_12215,Fashion Product 2216,Tops,Uniqlo,51.71,3.2,CUST_1459
ITEM_12216,Fashion Product 2217,Tops,Puma,63.41,4.4,CUST_1225
ITEM_12217,Fashion Product 2218,Tops,H&M,126.98,2.6,CUST_1275
ITEM_12218,Fashion Product 2219,Tops,Nike,214.56,3.7,CUST_1323
ITEM_12219,Fashion Product 2220,Outerwear,Puma,57.43,2.6,CUST_1232
ITEM_12220,Fashion Product 2221,Tops,Puma,243.06,3.7,CUST_1342
ITEM_12221,Fashion Product 2222,Outerwear,Nike,40.62,2.6,CUST_1274
ITEM_12222,Fashion Product 2223,Outerwear,Zara,52.02,4.0,CUST_1365
ITEM_12223,Fashion Product 2224,Tops,Nike,50.14,4.0,CUST_1478
ITEM_12224,Fashion Product 2225,Dresses,Adidas,150.64,4.5,CUST_1449
ITEM_12225,Fashion Product 2226,Footwear,Puma,230.21,4.0,CUST_1468
ITEM_12226,Fashion Product 2227,Bottoms,Uniqlo,71.23,4.8,CUST_1113
ITEM_12227,Fashion Product 2228,Outerwear,Zara,142.73,4.5,CUST_1389
ITEM_12228,Fashion Product 2229,Accessories,Mango,52.19,2.8,CUST_1460
ITEM_12229,Fashion Product 2230,Accessories,H&M,161.47,3.2,CUST_1139
ITEM_12230,Fashion Product 2231,Footwear,Nike,39.58,2.6,CUST_1216
ITEM_12231,Fashion Product 2232,Accessories,Uniqlo,127.91,3.5,CUST_1314
ITEM_12232,Fashion Product 2233,Dresses,Mango,167.24,3.8,CUST_1274
ITEM_12233,Fashion Product 2234,Accessories,Mango,148.99,4.9,CUST_1328
ITEM_12234,Fashion Product 2235,Bottoms,Puma,43.6,3.8,CUST_1349
ITEM_12235,Fashion Product 2236,Bottoms,Adidas,48.73,4.5,CUST_1184
ITEM_12236,Fashion Product 2237,Outerwear,Puma,171.13,3.2,CUST_1406
ITEM_12237,Fashion Product 2238,Tops,H&M,204.14,2.9,CUST_1312
ITEM_12238,Fashion Product 2239,Dresses,Zara,227.94,4.5,CUST_1493
ITEM_12239,Fashion Product 2240,Outerwear,Gucci,205.27,3.1,CUST_1194
ITEM_12240,Fashion Product 2241,Dresses,Zara,243.74,4.7,CUST_1279
ITEM_12241,Fashion Product 2242,Tops,H&M,107.98,2.9,CUST_1272
ITEM_12242,Fashion Product 2243,Accessories,Mango,89.48,4.6,CUST_1300
ITEM_12243,Fashion Product 2244,Accessories,Zara,16.76,4.4,CUST_1072
ITEM_12244,Fashion Product 2245,Tops,Nike,117.98,4.0,CUST_1196
ITEM_12245,Fashion Product 2246,Outerwear,Puma,166.33,4.6,CUST_1270
ITEM_12246,Fashion Product 2247,Tops,Gucci,205.7,3.3,CUST_1393
ITEM_12247,Fashion Product 2248,Footwear,Uniqlo,74.19,2.9,CUST_1331
ITEM_12248,Fashion Product 2249,Bottoms,Nike,133.26,2.9,CUST_1240
ITEM_12249,Fashion Product 2250,Outerwear,Zara,168.88,3.2,CUST_1486
ITEM_12250,Fashion Product 2251,Dresses,Levi's,142.38,3.6,CUST_1108
ITEM_12251,Fashion Product 2252,Footwear,Mango,75.76,4.7,CUST_1499
ITEM_12252,Fashion Product 2253,Outerwear,Mango,201.11,2.7,CUST_1400
ITEM_12253,Fashion Product 2254,Tops,Levi's,51.61,4.8,CUST_1397
ITEM_12254,Fashion Product 2255,Tops,Zara,227.2,4.8,CUST_1292
ITEM_12255,Fashion Product 2256,Tops,Mango,238.62,4.3,CUST_1300
ITEM_12256,Fashion Product 2257,Tops,Adidas,97.74,4.8,CUST_1100
ITEM_12257,Fashion Product 2258,Dresses,Mango,100.28,4.4,CUST_1081
ITEM_12258,Fashion Product 2259,Footwear,Gucci,188.39,3.8,CUST_1270
ITEM_12259,Fashion Product 2260,Accessories,Adidas,119.51,4.0,CUST_1349
ITEM_12260,Fashion Product 2261,Bottoms,H&M,16.87,4.1,CUST_1017
ITEM_12261,Fashion Product 2262,Dresses,H&M,230.77,2.8,CUST_1193
ITEM_12262,Fashion Product 2263,Dresses,Adidas,113.38,3.0,CUST_1212
ITEM_12263,Fashion Product 2264,Accessories,Nike,58.84,3.8,CUST_1353
ITEM_12264,Fashion Product 2265,Accessories,Nike,143.36,2.8,CUST_1126
ITEM_12265,Fashion Product 2266,Bottoms,Gucci,62.54,4.9,CUST_1310
ITEM_12266,Fashion Product 2267,Bottoms,Puma,59.45,3.8,CUST_1126
ITEM_12267,Fashion Product 2268,Accessories,Zara,140.98,3.5,CUST_1130
ITEM_12268,Fashion Product 2269,Tops,Adidas,103.85,2.9,CUST_1145
ITEM_12269,Fashion Product 2270,Dresses,Levi's,147.52,3.5,CUST_1256
ITEM_12270,Fashion Product 2271,Outerwear,Uniqlo,249.24,3.3,CUST_1023
ITEM_12271,Fashion Product 2272,Bottoms,Zara,216.16,2.7,CUST_1214
ITEM_12272,Fashion Product 2273,Bottoms,Gucci,11.84,4.9,CUST_1129
ITEM_12273,Fashion Product 2274,Accessories,Adidas,22.13,3.2,CUST_1012
ITEM_12274,Fashion Product 2275,Footwear,H&M,156.42,4.2,CUST_1141
ITEM_12275,Fashion Product 2276,Outerwear,Zara,160.3,2.7,CUST_1462
ITEM_12276,Fashion Product 2277,Outerwear,Nike,220.77,4.8,CUST_1458
ITEM_12277,Fashion Product 2278,Bottoms,Levi's,160.97,4.0,CUST_1268
ITEM_12278,Fashion Product 2279,Tops,Zara,64.65,4.1,CUST_1057
ITEM_12279,Fashion Product 2280,Footwear,Uniqlo,122.44,4.5,CUST_1086
ITEM_12280,Fashion Product 2281,Outerwear,Gucci,204.16,4.0,CUST_1274
ITEM_12281,Fashion Product 2282,Bottoms,Gucci,231.48,2.7,CUST_1103
ITEM_12282,Fashion Product 2283,Outerwear,Gucci,66.86,3.6,CUST_1339
ITEM_12283,Fashion Product 2284,Footwear,Gucci,139.51,3.2,CUST_1350
ITEM_12284,Fashion Product 2285,Footwear,Uniqlo,48.14,3.7,CUST_1143
ITEM_12285,Fashion Product 2286,Dresses,Gucci,129.28,3.5,CUST_1423
ITEM_12286,Fashion Product 2287,Accessories,Levi's,31.63,4.6,CUST_1334
ITEM_12287,Fashion Product 2288,Accessories,Puma,236.01,3.1,CUST_1329
ITEM_12288,Fashion Product 2289,Bottoms,H&M,163.13,3.0,CUST_1453
ITEM_12289,Fashion Product 2290,Footwear,Levi's,215.01,4.9,CUST_1417
ITEM_12290,Fashion Product 2291,Dresses,Gucci,249.59,4.9,CUST_1176
ITEM_12291,Fashion Product 2292,Dresses,Adidas,53.84,5.0,CUST_1133
ITEM_12292,Fashion Product 2293,Outerwear,Nike,176.59,3.9,CUST_1344
ITEM_12293,Fashion Product 2294,Outerwear,Puma,222.88,2.8,CUST_1264
ITEM_12294,Fashion Product 2295,Dresses,H&M,148.23,4.7,CUST_1147
ITEM_12295,Fashion Product 2296,Outerwear,Nike,163.53,2.9,CUST_1436
ITEM_12296,Fashion Product 2297,Footwear,Levi's,107.84,2.9,CUST_1012
ITEM_12297,Fashion Product 2298,Tops,Uniqlo,171.94,3.0,CUST_1328
